5,4,144,142,141,0,0.1111111111111111,1,1,17,5,0.57,0,http://www.wikidata.org/prop/direct/P31,Troll (Norwegian band),instance of,Intro,
5,4,144,142,141,0,0.1111111111111111,1,1,5,17,0.63,0,http://www.wikidata.org/prop/direct/P31,1,instance of,Troll (Norwegian band),
5,4,144,142,141,0,0.1111111111111111,1,1,17,5,0.63,0,http://www.wikidata.org/prop/direct/P31,Troll (Norwegian band),instance of,1,
5,4,144,142,141,0,0.1111111111111111,1,1,12,13,0.53,1,http://www.wikidata.org/prop/direct/P31,Troll,instance of,Ur Nattvindar,
5,4,144,142,141,0,0.1111111111111111,1,1,12,17,0.57,1,http://www.wikidata.org/prop/direct/P31,Troll,instance of,Troll (Norwegian band),
5,4,144,142,141,0,0.1111111111111111,1,1,16,12,0.53,0,http://www.wikidata.org/prop/direct/P31,The Ravaged Land,instance of,Troll,
5,4,144,142,141,0,0.1111111111111111,1,1,17,16,0.57,0,http://www.wikidata.org/prop/direct/P31,Troll (Norwegian band),instance of,Daughters of Eve,
5,4,144,142,141,0,0.1111111111111111,1,1,17,4,0.63,0,http://www.wikidata.org/prop/direct/P31,Troll (Norwegian band),instance of,5,
5,4,144,142,141,0,0.1111111111111111,1,1,4,12,0.63,1,http://www.wikidata.org/prop/direct/P31,4,instance of,Troll,
5,4,144,142,141,0,0.1111111111111111,1,1,5,12,0.57,0,http://www.wikidata.org/prop/direct/P31,Intro,instance of,Troll,
5,4,144,142,141,0,0.1111111111111111,1,1,12,15,0.53,1,http://www.wikidata.org/prop/direct/P31,Troll,instance of,Album,
5,4,144,142,141,0,0.1111111111111111,1,1,17,4,0.63,1,http://www.wikidata.org/prop/direct/P31,Troll (Norwegian band),instance of,4,
5,4,144,142,141,0,0.1111111111111111,1,1,4,13,0.63,3,http://www.wikidata.org/prop/direct/P31,4,instance of,Ur Nattvindar,
5,4,144,142,141,0,0.1111111111111111,1,1,5,15,0.57,1,http://www.wikidata.org/prop/direct/P31,Intro,instance of,Album,
5,4,144,142,141,0,0.1111111111111111,1,1,4,13,0.63,3,http://www.wikidata.org/prop/direct/P31,5,instance of,Ur Nattvindar,
5,4,144,142,141,0,0.1111111111111111,1,1,5,12,0.63,0,http://www.wikidata.org/prop/direct/P31,1,instance of,Troll,
5,4,144,142,141,0.28359144926071167,0.1111111111111111,1,1,13,15,0.57,2,http://www.wikidata.org/prop/direct/P31,Ur Nattvindar,instance of,Album,1
